Year,Local authority code,Measure,Unit,Observation
2020,n09000010,woodland-area-as-percentage-of-standard-area,percent,6.75
2020,n09000011,woodland-area-as-percentage-of-standard-area,percent,4.5
2020,s12000005,woodland-area-as-percentage-of-standard-area,percent,14.81
2020,s12000006,woodland-area-as-percentage-of-standard-area,percent,28.46
2020,s12000008,woodland-area-as-percentage-of-standard-area,percent,21.79
2020,s12000010,woodland-area-as-percentage-of-standard-area,percent,9.87
2020,s12000011,woodland-area-as-percentage-of-standard-area,percent,13.62
2020,s12000013,woodland-area-as-percentage-of-standard-area,percent,1.11
2020,s12000014,woodland-area-as-percentage-of-standard-area,percent,15.22
2020,s12000017,woodland-area-as-percentage-of-standard-area,percent,16.55
2020,s12000018,woodland-area-as-percentage-of-standard-area,percent,13.28
2020,s12000019,woodland-area-as-percentage-of-standard-area,percent,13.35
2020,s12000020,woodland-area-as-percentage-of-standard-area,percent,30.26
2020,s12000021,woodland-area-as-percentage-of-standard-area,percent,17.23
2020,s12000023,woodland-area-as-percentage-of-standard-area,percent,0.22
2020,s12000026,woodland-area-as-percentage-of-standard-area,percent,21.18
2020,s12000027,woodland-area-as-percentage-of-standard-area,percent,0.04
2020,s12000028,woodland-area-as-percentage-of-standard-area,percent,29.95
2020,s12000029,woodland-area-as-percentage-of-standard-area,percent,18.36
2020,s12000030,woodland-area-as-percentage-of-standard-area,percent,26.28
2020,s12000033,woodland-area-as-percentage-of-standard-area,percent,12.59
2020,s12000034,woodland-area-as-percentage-of-standard-area,percent,17.84
2020,s12000035,woodland-area-as-percentage-of-standard-area,percent,30.26
2020,s12000036,woodland-area-as-percentage-of-standard-area,percent,10.63
2020,s12000038,woodland-area-as-percentage-of-standard-area,percent,12.95
2020,s12000039,woodland-area-as-percentage-of-standard-area,percent,23.71
2020,s12000040,woodland-area-as-percentage-of-standard-area,percent,20.16
2020,s12000041,woodland-area-as-percentage-of-standard-area,percent,10.5
2020,s12000042,woodland-area-as-percentage-of-standard-area,percent,6.71
2020,s12000045,woodland-area-as-percentage-of-standard-area,percent,17.0
2020,s12000047,woodland-area-as-percentage-of-standard-area,percent,13.45
2020,s12000048,woodland-area-as-percentage-of-standard-area,percent,18.7
2020,s12000049,woodland-area-as-percentage-of-standard-area,percent,9.21
2020,s12000050,woodland-area-as-percentage-of-standard-area,percent,21.7
2020,w06000001,woodland-area-as-percentage-of-standard-area,percent,4.78
2020,w06000002,woodland-area-as-percentage-of-standard-area,percent,15.53
2020,w06000003,woodland-area-as-percentage-of-standard-area,percent,13.33
2020,w06000004,woodland-area-as-percentage-of-standard-area,percent,15.71
2020,w06000005,woodland-area-as-percentage-of-standard-area,percent,9.86
2020,w06000006,woodland-area-as-percentage-of-standard-area,percent,9.56
2020,w06000008,woodland-area-as-percentage-of-standard-area,percent,15.4
2020,w06000009,woodland-area-as-percentage-of-standard-area,percent,9.59
2020,w06000010,woodland-area-as-percentage-of-standard-area,percent,16.68
2020,w06000011,woodland-area-as-percentage-of-standard-area,percent,11.59
2020,w06000012,woodland-area-as-percentage-of-standard-area,percent,39.3
2020,w06000013,woodland-area-as-percentage-of-standard-area,percent,16.53
2020,w06000014,woodland-area-as-percentage-of-standard-area,percent,8.43
2020,w06000015,woodland-area-as-percentage-of-standard-area,percent,11.23
2020,w06000016,woodland-area-as-percentage-of-standard-area,percent,27.36
2020,w06000018,woodland-area-as-percentage-of-standard-area,percent,20.42
2020,w06000019,woodland-area-as-percentage-of-standard-area,percent,15.04
2020,w06000020,woodland-area-as-percentage-of-standard-area,percent,16.09
2020,w06000021,woodland-area-as-percentage-of-standard-area,percent,16.41
2020,w06000022,woodland-area-as-percentage-of-standard-area,percent,10.78
2020,w06000023,woodland-area-as-percentage-of-standard-area,percent,15.1
2020,w06000024,woodland-area-as-percentage-of-standard-area,percent,16.92
